layer,flavor,batch_key,n_top_genes,n_hvgs_actual,overall_n_in_data,overall_n_in_hvg,overall_fraction,n_mito,pct_mito,n_ribo,pct_ribo,n_hb,pct_hb,n_myofibre,pct_myofibre,n_histones,pct_histones,n_cell_cycle,pct_cell_cycle,n_ambient_epithelium_keratins,pct_ambient_epithelium_keratins,n_ambient_immunoglobulin,pct_ambient_immunoglobulin,n_ambient_plasma_proteins,pct_ambient_plasma_proteins,n_erythrocytes,pct_erythrocytes,n_platelets,pct_platelets,n_nuisance,pct_nuisance,frac_Myonuclei_Specialised,frac_FAPs_Fibroblasts,frac_Endothelial_Cells,frac_Mural_Cells,frac_Macrophages_Monocytes,frac_T_Cells,frac_NK_Cells,frac_Mast_Cells,frac_B_Cells,frac_Neural,frac_Tendon_Ligament_Cells,frac_Chondrocytes,frac_Adipocytes,condition
log1p_norm,seurat,none,4000,4000,133,89,0.6691729323308271,8,0.2,49,1.225,4,0.1,14,0.35000000000000003,0,0.0,3,0.075,1,0.025,0,0.0,1,0.025,4,0.1,0,0.0,81,2.025,0.6428571428571429,0.45,0.6923076923076923,0.5833333333333334,0.7333333333333333,0.375,0.6,0.8571428571428571,1.0,0.6666666666666666,0.6923076923076923,1.0,1.0,log1p_norm + seurat | batch=none
log1p_norm,seurat,none,5000,5000,133,92,0.6917293233082706,13,0.26,60,1.2,4,0.08,14,0.27999999999999997,0,0.0,4,0.08,1,0.02,0,0.0,1,0.02,4,0.08,0,0.0,98,1.96,0.6428571428571429,0.5,0.6923076923076923,0.6666666666666666,0.8,0.375,0.6,0.8571428571428571,1.0,0.6666666666666666,0.6923076923076923,1.0,1.0,log1p_norm + seurat | batch=none
log1p_norm,cell_ranger,donor,1000,1000,133,51,0.38345864661654133,0,0.0,0,0.0,0,0.0,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,5,0.5,0.42857142857142855,0.1,0.38461538461538464,0.25,0.5333333333333333,0.125,0.2,0.8571428571428571,0.5,0.3333333333333333,0.46153846153846156,0.6,0.6,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,1500,1500,133,63,0.47368421052631576,0,0.0,14,0.9333333333333335,1,0.06666666666666667,4,0.26666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,20,1.3333333333333335,0.42857142857142855,0.2,0.38461538461538464,0.5,0.6,0.125,0.4,0.8571428571428571,0.5,0.4444444444444444,0.6153846153846154,0.8,0.7,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,2000,2000,133,74,0.556390977443609,0,0.0,39,1.95,2,0.1,4,0.2,0,0.0,0,0.0,1,0.05,0,0.0,1,0.05,1,0.05,0,0.0,47,2.35,0.42857142857142855,0.45,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.25,0.4,0.8571428571428571,0.5,0.4444444444444444,0.6153846153846154,0.8,0.7,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,2500,2500,133,77,0.5789473684210527,0,0.0,53,2.12,2,0.08,4,0.16,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,1,0.04,0,0.0,61,2.44,0.42857142857142855,0.45,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.25,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.7,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,3000,3000,133,85,0.6390977443609023,1,0.03333333333333333,67,2.2333333333333334,2,0.06666666666666667,5,0.16666666666666669,0,0.0,0,0.0,1,0.03333333333333333,0,0.0,1,0.03333333333333333,1,0.03333333333333333,0,0.0,77,2.566666666666667,0.5,0.6,0.6923076923076923,0.6666666666666666,0.7333333333333333,0.375,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.8,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,4000,4000,133,90,0.6766917293233082,5,0.125,74,1.8499999999999999,3,0.075,5,0.125,0,0.0,0,0.0,1,0.025,0,0.0,1,0.025,2,0.05,0,0.0,89,2.225,0.5714285714285714,0.7,0.6923076923076923,0.6666666666666666,0.8,0.375,0.4,0.8571428571428571,0.5,0.4444444444444444,0.8461538461538461,0.8,0.8,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,donor,5000,5000,133,91,0.6842105263157895,5,0.1,76,1.52,2,0.04,5,0.1,0,0.0,0,0.0,1,0.02,0,0.0,1,0.02,1,0.02,0,0.0,90,1.7999999999999998,0.5714285714285714,0.75,0.7692307692307693,0.6666666666666666,0.8,0.375,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.8,log1p_norm + cell_ranger | batch=donor
log1p_norm,cell_ranger,none,1000,1000,133,41,0.3082706766917293,0,0.0,0,0.0,4,0.4,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,3,0.3,0,0.0,9,0.8999999999999999,0.2857142857142857,0.0,0.38461538461538464,0.25,0.3333333333333333,0.25,0.2,0.8571428571428571,0.0,0.3333333333333333,0.15384615384615385,0.4,0.8,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,1500,1500,133,55,0.41353383458646614,0,0.0,0,0.0,4,0.26666666666666666,6,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,4,0.26666666666666666,0,0.0,12,0.8,0.42857142857142855,0.05,0.38461538461538464,0.5,0.5333333333333333,0.25,0.2,0.8571428571428571,0.5,0.3333333333333333,0.3076923076923077,0.6,0.9,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,2000,2000,133,64,0.48120300751879697,1,0.05,0,0.0,4,0.2,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,4,0.2,0,0.0,13,0.65,0.5714285714285714,0.2,0.38461538461538464,0.5833333333333334,0.6,0.25,0.2,0.8571428571428571,1.0,0.4444444444444444,0.3076923076923077,0.6,0.9,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,2500,2500,133,72,0.5413533834586466,4,0.16,3,0.12,4,0.16,9,0.36,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,4,0.16,0,0.0,22,0.88,0.5714285714285714,0.3,0.46153846153846156,0.5833333333333334,0.6,0.25,0.4,0.8571428571428571,1.0,0.4444444444444444,0.46153846153846156,0.8,1.0,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,3000,3000,133,79,0.5939849624060151,5,0.16666666666666669,19,0.6333333333333333,4,0.13333333333333333,11,0.36666666666666664,0,0.0,0,0.0,1,0.03333333333333333,0,0.0,1,0.03333333333333333,4,0.13333333333333333,0,0.0,42,1.4000000000000001,0.5714285714285714,0.3,0.46153846153846156,0.5833333333333334,0.7333333333333333,0.25,0.6,0.8571428571428571,1.0,0.5555555555555556,0.6153846153846154,1.0,1.0,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,4000,4000,133,90,0.6766917293233082,5,0.125,52,1.3,4,0.1,14,0.35000000000000003,0,0.0,1,0.025,1,0.025,0,0.0,1,0.025,4,0.1,0,0.0,79,1.975,0.5714285714285714,0.4,0.6923076923076923,0.6666666666666666,0.8,0.375,0.6,0.8571428571428571,1.0,0.6666666666666666,0.7692307692307693,1.0,1.0,log1p_norm + cell_ranger | batch=none
log1p_norm,cell_ranger,none,5000,5000,133,96,0.7218045112781954,11,0.22,77,1.54,4,0.08,14,0.27999999999999997,0,0.0,3,0.06,1,0.02,0,0.0,1,0.02,4,0.08,0,0.0,112,2.2399999999999998,0.6428571428571429,0.5,0.6923076923076923,0.75,0.8666666666666667,0.375,0.6,0.8571428571428571,1.0,0.7777777777777778,0.7692307692307693,1.0,1.0,log1p_norm + cell_ranger | batch=none
scran_log1p,seurat,donor,1000,1000,133,43,0.3233082706766917,0,0.0,8,0.8,1,0.1,4,0.4,0,0.0,0,0.0,1,0.1,0,0.0,1,0.1,1,0.1,0,0.0,15,1.5,0.2857142857142857,0.15,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.125,0.2,0.8571428571428571,0.5,0.2222222222222222,0.38461538461538464,0.6,0.3,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,1500,1500,133,53,0.39849624060150374,0,0.0,24,1.6,2,0.13333333333333333,4,0.26666666666666666,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,1,0.06666666666666667,1,0.06666666666666667,0,0.0,32,2.1333333333333333,0.35714285714285715,0.25,0.38461538461538464,0.5,0.4,0.25,0.2,0.8571428571428571,0.5,0.3333333333333333,0.46153846153846156,0.6,0.4,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,2000,2000,133,65,0.48872180451127817,2,0.1,45,2.25,3,0.15,4,0.2,0,0.0,0,0.0,1,0.05,0,0.0,1,0.05,2,0.1,0,0.0,56,2.8000000000000003,0.42857142857142855,0.4,0.46153846153846156,0.5833333333333334,0.6666666666666666,0.125,0.4,0.8571428571428571,0.5,0.3333333333333333,0.5384615384615384,0.8,0.4,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,2500,2500,133,73,0.5488721804511278,2,0.08,57,2.2800000000000002,3,0.12,5,0.2,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,2,0.08,0,0.0,69,2.76,0.5,0.55,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.125,0.4,0.8571428571428571,0.5,0.4444444444444444,0.5384615384615384,0.8,0.6,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,3000,3000,133,80,0.6015037593984962,2,0.06666666666666667,65,2.166666666666667,3,0.1,5,0.16666666666666669,0,0.0,0,0.0,1,0.03333333333333333,0,0.0,1,0.03333333333333333,2,0.06666666666666667,0,0.0,77,2.566666666666667,0.5,0.65,0.5384615384615384,0.6666666666666666,0.7333333333333333,0.125,0.4,0.8571428571428571,0.5,0.4444444444444444,0.6153846153846154,0.8,0.8,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,4000,4000,133,87,0.6541353383458647,5,0.125,70,1.7500000000000002,3,0.075,5,0.125,0,0.0,0,0.0,1,0.025,0,0.0,1,0.025,2,0.05,0,0.0,85,2.125,0.5714285714285714,0.75,0.6923076923076923,0.6666666666666666,0.7333333333333333,0.25,0.4,0.8571428571428571,0.5,0.4444444444444444,0.6923076923076923,0.8,0.8,scran_log1p + seurat | batch=donor
scran_log1p,seurat,donor,5000,5000,133,87,0.6541353383458647,8,0.16,76,1.52,2,0.04,5,0.1,0,0.0,0,0.0,1,0.02,0,0.0,1,0.02,1,0.02,0,0.0,93,1.8599999999999999,0.5714285714285714,0.8,0.7692307692307693,0.6666666666666666,0.7333333333333333,0.25,0.4,0.5714285714285714,0.5,0.4444444444444444,0.8461538461538461,0.8,0.6,scran_log1p + seurat | batch=donor
scran_log1p,seurat,none,1000,1000,133,36,0.2706766917293233,0,0.0,0,0.0,2,0.2,8,0.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,3,0.3,0,0.0,12,1.2,0.2857142857142857,0.05,0.23076923076923078,0.16666666666666666,0.3333333333333333,0.25,0.0,0.7142857142857143,0.5,0.3333333333333333,0.3076923076923077,0.2,0.5,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,1500,1500,133,43,0.3233082706766917,2,0.13333333333333333,0,0.0,3,0.2,9,0.6,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,1,0.06666666666666667,3,0.2,0,0.0,17,1.1333333333333333,0.35714285714285715,0.05,0.3076923076923077,0.16666666666666666,0.3333333333333333,0.25,0.0,0.8571428571428571,0.5,0.3333333333333333,0.38461538461538464,0.2,0.8,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,2000,2000,133,53,0.39849624060150374,4,0.2,2,0.1,4,0.2,11,0.5499999999999999,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05,4,0.2,0,0.0,24,1.2,0.42857142857142855,0.15,0.38461538461538464,0.25,0.3333333333333333,0.25,0.2,0.8571428571428571,1.0,0.3333333333333333,0.46153846153846156,0.6,0.8,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,2500,2500,133,62,0.46616541353383456,4,0.16,8,0.32,4,0.16,13,0.52,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,4,0.16,0,0.0,32,1.28,0.5,0.15,0.38461538461538464,0.3333333333333333,0.5333333333333333,0.25,0.4,0.8571428571428571,1.0,0.3333333333333333,0.5384615384615384,0.8,0.9,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,3000,3000,133,74,0.556390977443609,4,0.13333333333333333,27,0.8999999999999999,4,0.13333333333333333,13,0.4333333333333333,0,0.0,1,0.03333333333333333,0,0.0,0,0.0,1,0.03333333333333333,4,0.13333333333333333,0,0.0,51,1.7000000000000002,0.5714285714285714,0.25,0.46153846153846156,0.5,0.6666666666666666,0.375,0.4,0.8571428571428571,1.0,0.4444444444444444,0.5384615384615384,1.0,1.0,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,4000,4000,133,86,0.6466165413533834,6,0.15,61,1.525,4,0.1,13,0.325,0,0.0,1,0.025,1,0.025,0,0.0,1,0.025,4,0.1,0,0.0,88,2.1999999999999997,0.5714285714285714,0.4,0.6153846153846154,0.5833333333333334,0.8,0.375,0.4,0.8571428571428571,1.0,0.7777777777777778,0.6153846153846154,1.0,1.0,scran_log1p + seurat | batch=none
scran_log1p,seurat,none,5000,5000,133,94,0.706766917293233,8,0.16,78,1.5599999999999998,4,0.08,13,0.26,0,0.0,3,0.06,1,0.02,0,0.0,1,0.02,4,0.08,0,0.0,109,2.18,0.6428571428571429,0.45,0.6923076923076923,0.6666666666666666,0.8,0.375,0.6,0.8571428571428571,1.0,0.7777777777777778,0.8461538461538461,1.0,1.0,scran_log1p + seurat | batch=none
scran_log1p,cell_ranger,donor,1000,1000,133,48,0.3609022556390977,0,0.0,4,0.4,1,0.1,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,9,0.8999999999999999,0.42857142857142855,0.15,0.38461538461538464,0.25,0.4,0.125,0.2,0.8571428571428571,0.0,0.3333333333333333,0.46153846153846156,0.6,0.5,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,1500,1500,133,60,0.45112781954887216,0,0.0,28,1.866666666666667,1,0.06666666666666667,4,0.26666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,34,2.2666666666666666,0.42857142857142855,0.15,0.38461538461538464,0.5833333333333334,0.5333333333333333,0.125,0.2,0.8571428571428571,0.5,0.3333333333333333,0.6153846153846154,0.8,0.7,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,2000,2000,133,74,0.556390977443609,0,0.0,52,2.6,2,0.1,4,0.2,0,0.0,0,0.0,1,0.05,0,0.0,1,0.05,1,0.05,0,0.0,60,3.0,0.42857142857142855,0.45,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.125,0.4,0.8571428571428571,0.5,0.4444444444444444,0.6923076923076923,0.8,0.7,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,2500,2500,133,76,0.5714285714285714,3,0.12,65,2.6,2,0.08,4,0.16,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,1,0.04,0,0.0,76,3.04,0.42857142857142855,0.5,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.125,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.7,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,3000,3000,133,82,0.6165413533834586,4,0.13333333333333333,70,2.3333333333333335,3,0.1,5,0.16666666666666669,0,0.0,0,0.0,1,0.03333333333333333,0,0.0,1,0.03333333333333333,2,0.06666666666666667,0,0.0,84,2.8000000000000003,0.5,0.65,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.25,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.7,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,4000,4000,133,89,0.6691729323308271,8,0.2,77,1.925,4,0.1,5,0.125,0,0.0,0,0.0,1,0.025,0,0.0,1,0.025,3,0.075,0,0.0,96,2.4,0.5714285714285714,0.7,0.7692307692307693,0.6666666666666666,0.7333333333333333,0.25,0.4,0.8571428571428571,0.5,0.4444444444444444,0.8461538461538461,0.8,0.8,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,donor,5000,5000,133,91,0.6842105263157895,8,0.16,81,1.6199999999999999,2,0.04,5,0.1,0,0.0,0,0.0,1,0.02,0,0.0,1,0.02,1,0.02,0,0.0,98,1.96,0.5714285714285714,0.75,0.7692307692307693,0.6666666666666666,0.8,0.375,0.4,0.8571428571428571,0.5,0.4444444444444444,0.7692307692307693,0.8,0.8,scran_log1p + cell_ranger | batch=donor
scran_log1p,cell_ranger,none,1000,1000,133,39,0.2932330827067669,0,0.0,0,0.0,3,0.3,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,3,0.3,0,0.0,8,0.8,0.2857142857142857,0.0,0.38461538461538464,0.16666666666666666,0.3333333333333333,0.25,0.2,0.8571428571428571,0.0,0.3333333333333333,0.15384615384615385,0.4,0.7,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,1500,1500,133,55,0.41353383458646614,1,0.06666666666666667,0,0.0,4,0.26666666666666666,6,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,4,0.26666666666666666,0,0.0,13,0.8666666666666666,0.42857142857142855,0.1,0.38461538461538464,0.5,0.4666666666666667,0.25,0.2,0.8571428571428571,1.0,0.3333333333333333,0.38461538461538464,0.4,0.8,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,2000,2000,133,64,0.48120300751879697,3,0.15,0,0.0,4,0.2,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,4,0.2,0,0.0,15,0.75,0.5,0.25,0.46153846153846156,0.5833333333333334,0.5333333333333333,0.25,0.2,0.8571428571428571,1.0,0.3333333333333333,0.38461538461538464,0.6,0.9,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,2500,2500,133,71,0.5338345864661654,5,0.2,14,0.5599999999999999,4,0.16,10,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,4,0.16,0,0.0,35,1.4000000000000001,0.5714285714285714,0.3,0.46153846153846156,0.5833333333333334,0.6,0.25,0.2,0.8571428571428571,1.0,0.4444444444444444,0.5384615384615384,0.8,0.9,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,3000,3000,133,75,0.5639097744360902,5,0.16666666666666669,33,1.0999999999999999,4,0.13333333333333333,11,0.36666666666666664,0,0.0,0,0.0,1,0.03333333333333333,0,0.0,1,0.03333333333333333,4,0.13333333333333333,0,0.0,56,1.866666666666667,0.5714285714285714,0.3,0.46153846153846156,0.5833333333333334,0.6666666666666666,0.25,0.2,0.8571428571428571,1.0,0.4444444444444444,0.6153846153846154,1.0,1.0,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,4000,4000,133,90,0.6766917293233082,7,0.17500000000000002,69,1.725,4,0.1,14,0.35000000000000003,0,0.0,0,0.0,1,0.025,0,0.0,1,0.025,4,0.1,0,0.0,97,2.4250000000000003,0.5714285714285714,0.5,0.6153846153846154,0.6666666666666666,0.8,0.25,0.6,0.8571428571428571,1.0,0.6666666666666666,0.7692307692307693,1.0,1.0,scran_log1p + cell_ranger | batch=none
scran_log1p,cell_ranger,none,5000,5000,133,93,0.6992481203007519,9,0.18,79,1.58,4,0.08,14,0.27999999999999997,0,0.0,1,0.02,1,0.02,0,0.0,1,0.02,4,0.08,0,0.0,110,2.1999999999999997,0.5714285714285714,0.5,0.6923076923076923,0.6666666666666666,0.8,0.375,0.6,0.8571428571428571,1.0,0.7777777777777778,0.7692307692307693,1.0,1.0,scran_log1p + cell_ranger | batch=none
